"Time","Air Temp - Lascar (high res)"
1627303200000,29.5
1627303500000,29.5
1627303800000,30
1627304100000,30
1627304400000,30
1627304700000,30
1627305000000,30
1627305300000,30.5
1627305600000,30.5
1627305900000,30.5
1627306200000,30.5
1627306500000,30.5
1627306800000,30.5
1627307100000,31
1627307400000,31
1627307700000,31
1627308000000,31
1627308300000,31
1627308600000,31
1627308900000,31
1627309200000,31.5
1627309500000,31.5
1627309800000,31.5
1627310100000,31.5
1627310400000,31.5
1627310700000,31.5
1627311000000,31.5
1627311300000,31.5
1627311600000,31.5
1627311900000,31.5
1627312200000,31.5
1627312500000,31.5
1627312800000,31.5
1627313100000,31.5
1627313400000,31.5
1627313700000,32
1627314000000,32
1627314300000,32
1627314600000,32
1627314900000,32
1627315200000,32
1627315500000,32
1627315800000,32
1627316100000,32
1627316400000,32
1627316700000,32
1627317000000,32
1627317300000,31.5
1627317600000,31.5
1627317900000,31.5
1627318200000,31.5
1627318500000,31.5
1627318800000,31.5
1627319100000,31.5
1627319400000,31.5
1627319700000,31.5
1627320000000,31.5
1627320300000,31.5
1627320600000,31.5
1627320900000,31.5
1627321200000,31
1627321500000,31
1627321800000,31
1627322100000,31
1627322400000,31
1627322700000,31
1627323000000,31
1627323300000,31
1627323600000,31
1627323900000,31
