"Time","Humidity - Lascar (high res)"
1622201700000,38
1622202000000,38
1622202300000,38
1622202600000,38
1622202900000,38
1622203200000,38
1622203500000,38
1622203800000,38
1622204100000,38
1622204400000,38
1622204700000,38
1622205000000,38
1622205300000,38
1622205600000,38
1622205900000,38
1622206200000,37.5
1622206500000,37.5
1622206800000,37.5
1622207100000,37.5
1622207400000,37.5
1622207700000,37.5
1622208000000,37.5
1622208300000,37.5
1622208600000,37.5
1622208900000,37.5
1622209200000,37.5
1622209500000,37.5
1622209800000,37.5
1622210100000,37.5
1622210400000,37.5
1622210700000,37.5
1622211000000,37.5
1622211300000,37.5
1622211600000,37.5
1622211900000,37.5
1622212200000,37.5
1622212500000,38
1622212800000,38
1622213100000,38
1622213400000,38
1622213700000,38
1622214000000,38
1622214300000,38
1622214600000,38
1622214900000,38
1622215200000,38
1622215500000,38
1622215800000,38
1622216100000,38
1622216400000,38
1622216700000,38
1622217000000,38
1622217300000,38
1622217600000,38
1622217900000,38
1622218200000,38
1622218500000,38
1622218800000,38
1622219100000,38
1622219400000,38
1622219700000,38
1622220000000,38
1622220300000,38
1622220600000,38
1622220900000,38
1622221200000,38
1622221500000,38
1622221800000,38
1622222100000,38
1622222400000,38
1622222700000,38
1622223000000,38
1622223300000,38
1622223600000,38
1622223900000,38
1622224200000,38
1622224500000,38
1622224800000,38
1622225100000,38
1622225400000,38
1622225700000,38.5
1622226000000,38.5
1622226300000,38.5
1622226600000,38.5
1622226900000,38.5
1622227200000,38.5
1622227500000,38.5
1622227800000,38.5
1622228100000,38.5
1622228400000,38.5
1622228700000,38.5
1622229000000,38.5
1622229300000,38.5
1622229600000,38.5
1622229900000,38.5
1622230200000,38.5
1622230500000,38.5
1622230800000,38.5
1622231100000,38.5
1622231400000,39
1622231700000,39
1622232000000,39
1622232300000,39
1622232600000,39
1622232900000,39
1622233200000,39
1622233500000,39
1622233800000,39
1622234100000,39
1622234400000,39
1622234700000,39
1622235000000,39
1622235300000,39
1622235600000,39
1622235900000,39
1622236200000,39
1622236500000,39
1622236800000,39
1622237100000,39
1622237400000,39
1622237700000,39
1622238000000,39
1622238300000,39
1622238600000,39
1622238900000,39
1622239200000,39
1622239500000,39
1622239800000,39
1622240100000,39
1622240400000,39
1622240700000,39
1622241000000,39
1622241300000,39
1622241600000,39
1622241900000,39
1622242200000,39
1622242500000,39
1622242800000,39
1622243100000,39
1622243400000,39
1622243700000,39
1622244000000,39
1622244300000,39
1622244600000,39
1622244900000,39
1622245200000,39
1622245500000,39
1622245800000,39
1622246100000,39
1622246400000,39
1622246700000,39
1622247000000,39
1622247300000,39
1622247600000,39
1622247900000,39
1622248200000,39
1622248500000,39
1622248800000,39
1622249100000,39
1622249400000,39
1622249700000,39
1622250000000,39
1622250300000,39
1622250600000,39
1622250900000,39
1622251200000,39
1622251500000,39
1622251800000,39
1622252100000,39
1622252400000,39
1622252700000,39
1622253000000,39
1622253300000,39
1622253600000,39
1622253900000,39
1622254200000,39
1622254500000,39
1622254800000,39
1622255100000,39
1622255400000,39
1622255700000,39
1622256000000,39
1622256300000,39
1622256600000,39
1622256900000,39
1622257200000,39
1622257500000,39
1622257800000,39
1622258100000,39
1622258400000,39
1622258700000,39
1622259000000,39
1622259300000,39
1622259600000,39
1622259900000,39
1622260200000,39
1622260500000,39
1622260800000,39
1622261100000,39
1622261400000,39
1622261700000,39
1622262000000,39
1622262300000,39
1622262600000,39
1622262900000,39
1622263200000,39
1622263500000,39
1622263800000,39
1622264100000,39
1622264400000,39
1622264700000,39
1622265000000,39
1622265300000,39
1622265600000,39
1622265900000,39
1622266200000,39
1622266500000,39
1622266800000,39
1622267100000,39
1622267400000,39
1622267700000,39
1622268000000,39
1622268300000,39
1622268600000,39
1622268900000,39
1622269200000,39
1622269500000,39
1622269800000,39
1622270100000,39
1622270400000,39
1622270700000,39
1622271000000,39
1622271300000,39
1622271600000,39
1622271900000,39
1622272200000,39
1622272500000,39
1622272800000,39
1622273100000,39
1622273400000,38.5
1622273700000,38.5
1622274000000,38.5
1622274300000,38.5
1622274600000,38.5
1622274900000,38.5
1622275200000,38.5
1622275500000,38.5
1622275800000,38.5
1622276100000,38.5
1622276400000,38.5
1622276700000,38.5
1622277000000,38.5
1622277300000,38.5
1622277600000,38.5
1622277900000,38.5
1622278200000,38.5
1622278500000,38.5
1622278800000,38.5
1622279100000,38.5
1622279400000,38.5
1622279700000,38.5
1622280000000,38.5
1622280300000,38.5
1622280600000,38.5
1622280900000,38.5
1622281200000,38.5
1622281500000,38.5
1622281800000,38.5
1622282100000,38.5
1622282400000,38.5
1622282700000,38.5
1622283000000,38.5
1622283300000,38.5
1622283600000,38.5
1622283900000,38.5
1622284200000,38.5
1622284500000,38.5
1622284800000,38.5
1622285100000,38.5
1622285400000,38.5
1622285700000,38.5
1622286000000,38.5
1622286300000,38.5
1622286600000,38.5
1622286900000,38.5
1622287200000,38.5
1622287500000,38.5
1622287800000,38.5
1622288100000,38.5
1622288400000,38.5
1622288700000,38.5
1622289000000,38.5
1622289300000,38.5
1622289600000,38.5
1622289900000,38.5
1622290200000,38.5
1622290500000,38.5
1622290800000,38.5
1622291100000,38.5
1622291400000,38.5
1622291700000,38.5
1622292000000,38.5
1622292300000,38.5
1622292600000,38.5
1622292900000,38.5
1622293200000,38.5
1622293500000,38.5
1622293800000,38.5
1622294100000,38.5
1622294400000,38.5
1622294700000,38.5
1622295000000,38.5
1622295300000,38.5
1622295600000,38.5
1622295900000,38.5
1622296200000,38.5
1622296500000,38.5
1622296800000,38.5
1622297100000,38.5
1622297400000,38.5
1622297700000,38.5
1622298000000,38.5
1622298300000,38.5
1622298600000,38.5
1622298900000,38.5
1622299200000,38.5
1622299500000,38.5
1622299800000,38.5
1622300100000,38.5
1622300400000,38.5
1622300700000,38.5
1622301000000,38.5
1622301300000,38.5
1622301600000,38.5
1622301900000,38.5
1622302200000,38.5
1622302500000,38.5
1622302800000,38.5
1622303100000,38.5
1622303400000,38.5
1622303700000,38.5
1622304000000,38.5
1622304300000,38.5
1622304600000,39
1622304900000,39
1622305200000,39
1622305500000,39
1622305800000,39
1622306100000,39
1622306400000,39
1622306700000,39
1622307000000,39
1622307300000,39
1622307600000,39
1622307900000,39
1622308200000,39
1622308500000,39
1622308800000,39
1622309100000,39
1622309400000,39
1622309700000,39
1622310000000,39
1622310300000,39
1622310600000,39
1622310900000,39
1622311200000,39
1622311500000,39
1622311800000,39
1622312100000,39
1622312400000,39
1622312700000,39
1622313000000,39
1622313300000,39
1622313600000,39
1622313900000,39
1622314200000,39
1622314500000,39
1622314800000,39
1622315100000,39
1622315400000,39
1622315700000,39
1622316000000,39
1622316300000,39
1622316600000,39
1622316900000,39
1622317200000,39
1622317500000,39
1622317800000,39
1622318100000,39
1622318400000,39
1622318700000,39
1622319000000,39
1622319300000,39
1622319600000,39
1622319900000,39
1622320200000,39
1622320500000,39
1622320800000,39
1622321100000,39
1622321400000,39
1622321700000,39
1622322000000,39
1622322300000,39
1622322600000,39.5
1622322900000,39.5
1622323200000,39.5
1622323500000,39.5
1622323800000,39.5
1622324100000,39.5
1622324400000,39.5
1622324700000,39.5
1622325000000,39.5
1622325300000,39.5
1622325600000,39.5
1622325900000,39.5
1622326200000,40
1622326500000,39.5
1622326800000,39.5
1622327100000,40
1622327400000,40
1622327700000,40
1622328000000,40
1622328300000,40
1622328600000,40
1622328900000,40
1622329200000,40
1622329500000,40
1622329800000,40
1622330100000,40
1622330400000,40
1622330700000,40
1622331000000,40
1622331300000,40
1622331600000,40
1622331900000,40
1622332200000,40
1622332500000,40
1622332800000,40
1622333100000,40
1622333400000,40
1622333700000,40
1622334000000,40
1622334300000,40
1622334600000,40
1622334900000,40
1622335200000,40
1622335500000,40
1622335800000,40
1622336100000,40
1622336400000,40
1622336700000,40
1622337000000,40
1622337300000,40
1622337600000,40
1622337900000,40
1622338200000,40
1622338500000,40
1622338800000,40
1622339100000,40
1622339400000,40
1622339700000,40
1622340000000,40
1622340300000,40
1622340600000,40
1622340900000,40
1622341200000,40
1622341500000,40
1622341800000,40
1622342100000,40
1622342400000,40
1622342700000,40
1622343000000,40
1622343300000,40
1622343600000,40
1622343900000,40
1622344200000,40
1622344500000,40
1622344800000,40
1622345100000,40
1622345400000,40
1622345700000,40
1622346000000,40
1622346300000,40
1622346600000,40
1622346900000,40
1622347200000,40
1622347500000,40
1622347800000,40
1622348100000,40
1622348400000,40
1622348700000,40
1622349000000,40
1622349300000,40
1622349600000,40
1622349900000,40
1622350200000,40
1622350500000,40
1622350800000,40
1622351100000,40
1622351400000,40
1622351700000,40
1622352000000,40
1622352300000,40
1622352600000,40
1622352900000,40
1622353200000,40
1622353500000,40
1622353800000,39.5
1622354100000,39.5
1622354400000,39.5
1622354700000,39.5
1622355000000,39.5
1622355300000,39.5
1622355600000,39.5
1622355900000,39.5
1622356200000,39.5
1622356500000,39.5
1622356800000,39.5
1622357100000,39.5
1622357400000,39.5
1622357700000,39
1622358000000,39
1622358300000,39
1622358600000,39
1622358900000,39
1622359200000,39
1622359500000,39
1622359800000,39
1622360100000,39
1622360400000,39
1622360700000,39
1622361000000,39
1622361300000,39
1622361600000,39
1622361900000,39
1622362200000,39
1622362500000,39
1622362800000,39
1622363100000,39
1622363400000,39
1622363700000,39
1622364000000,39
1622364300000,39
1622364600000,39
1622364900000,39
1622365200000,39
1622365500000,39
1622365800000,39
1622366100000,39
1622366400000,39
1622366700000,39
1622367000000,39
1622367300000,39
1622367600000,39
1622367900000,39
1622368200000,39
1622368500000,39
1622368800000,39
1622369100000,38.5
1622369400000,38.5
1622369700000,38.5
1622370000000,38.5
1622370300000,38.5
1622370600000,38.5
1622370900000,38.5
1622371200000,38.5
1622371500000,38.5
1622371800000,38.5
1622372100000,38.5
1622372400000,38.5
1622372700000,38.5
1622373000000,38.5
1622373300000,38.5
1622373600000,38.5
1622373900000,38.5
1622374200000,38.5
1622374500000,38.5
1622374800000,38.5
