Time,Air Temperature (full resolution)
1610267400000,5.172
1610268000000,5.125
1610268600000,5.163
1610269200000,5.163
1610269800000,5.263
1610270400000,5.22
1610271000000,5.144
1610271600000,5.168
1610272200000,5.163
1610272800000,5.23
1610273400000,5.187
1610274000000,5.168
1610274600000,5.272
1610275200000,5.182
1610275800000,5.106
1610276400000,5.158
1610277000000,5.097
1610277600000,5.249
1610278200000,5.306
1610278800000,5.42
1610279400000,5.5
1610280000000,5.453
1610280600000,5.358
1610281200000,5.334
1610281800000,5.372
1610282400000,5.501
1610283000000,5.452
1610283600000,5.443
1610284200000,5.438
1610284800000,5.415
1610285400000,5.429
1610286000000,5.429
1610286600000,5.457
1610287200000,5.429
1610287800000,5.433
1610288400000,5.429
1610289000000,5.415
1610289600000,5.339
1610290200000,5.358
1610290800000,5.329
1610291400000,5.325
1610292000000,5.329
1610292600000,5.31
1610293200000,5.344
1610293800000,5.344
1610294400000,5.348
1610295000000,5.32
1610295600000,5.334
1610296200000,5.339
1610296800000,5.334
1610297400000,5.386
1610298000000,5.448
1610298600000,5.405
1610299200000,5.415
1610299800000,5.491
1610300400000,5.495
1610301000000,5.453
1610301600000,5.424
1610302200000,5.415
1610302800000,5.429
1610303400000,5.529
1610304000000,5.529
1610304600000,5.514
1610305200000,5.453
1610305800000,5.429
1610306400000,5.358
1610307000000,5.344
1610307600000,5.339
1610308200000,5.329
1610308800000,5.334
1610309400000,5.344
1610310000000,5.31
1610310600000,5.319
1610311200000,5.258
1610311800000,5.296
1610312400000,5.324
1610313000000,5.282
1610313600000,5.191
1610314200000,5.14
1610314800000,5.282
1610315400000,5.33
1610316000000,5.367
1610316600000,5.344
1610317200000,5.344
1610317800000,5.519
1610318400000,5.533
1610319000000,5.548
1610319600000,5.548
1610320200000,5.538
1610320800000,5.519
1610321400000,5.519
1610322000000,5.576
1610322600000,5.619
1610323200000,5.709
1610323800000,5.605
1610324400000,5.681
1610325000000,5.738
1610325600000,5.733
1610326200000,5.614
1610326800000,5.705
1610327400000,5.752
1610328000000,5.851
1610328600000,5.823
1610329200000,5.799
1610329800000,5.833
1610330400000,5.875
1610331000000,5.894
1610331600000,5.828
1610332200000,5.795
1610332800000,5.818
1610333400000,5.899
1610334000000,5.899
1610334600000,5.823
1610335200000,5.884
1610335800000,5.927
1610336400000,5.889
1610337000000,5.913
1610337600000,5.916
1610338200000,5.798
1610338800000,5.713
1610339400000,5.637
1610340000000,5.747
1610340600000,5.814
1610341200000,5.79
1610341800000,5.661
1610342400000,5.633
1610343000000,5.676
1610343600000,5.809
1610344200000,5.856
1610344800000,5.78
1610345400000,5.832
1610346000000,5.733
1610346600000,5.638
1610347200000,5.614
1610347800000,5.633
1610348400000,5.638
1610349000000,5.533
1610349600000,5.557
1610350200000,5.595
1610350800000,5.647
1610351400000,5.719
1610352000000,5.78
1610352600000,5.809
1610353200000,5.851
1610353800000,5.837
1610354400000,5.855
1610355000000,5.746
1610355600000,5.68
1610356200000,5.728
1610356800000,5.742
1610357400000,5.856
1610358000000,5.913
1610358600000,5.989
1610359200000,6.032
1610359800000,6.07
1610360400000,6.122
1610361000000,6.227
1610361600000,6.108
1610362200000,6.144
1610362800000,6.067
1610363400000,6.072
1610364000000,5.951
1610364600000,5.989
1610365200000,6.06
1610365800000,6.066
1610366400000,6.133
1610367000000,6.222
1610367600000,6.311
1610368200000,6.381
1610368800000,6.451
1610369400000,6.486
1610370000000,6.519
1610370600000,6.693
1610371200000,6.725
1610371800000,6.829
1610372400000,6.891
1610373000000,6.943
1610373600000,6.986
1610374200000,7.018
1610374800000,6.943
1610375400000,6.953
1610376000000,7.052
1610376600000,7.09
1610377200000,7.128
1610377800000,7.105
1610378400000,7.189
1610379000000,7.128
1610379600000,7.184
1610380200000,7.169
1610380800000,7.176
1610381400000,7.121
1610382000000,7.059
1610382600000,7.174
1610383200000,7.199
1610383800000,7.202
1610384400000,7.212
1610385000000,7.235
1610385600000,7.208
1610386200000,7.111
1610386800000,7.166
1610387400000,7.246
1610388000000,7.394
1610388600000,7.645
1610389200000,7.402
1610389800000,7.305
1610390400000,7.232
1610391000000,7.279
1610391600000,7.31
1610392200000,7.203
1610392800000,7.122
1610393400000,7.074
1610394000000,6.824
1610394600000,6.874
1610395200000,6.838
1610395800000,6.819
1610396400000,6.805
1610397000000,6.829
1610397600000,6.777
1610398200000,6.786
1610398800000,6.734
1610399400000,6.743
1610400000000,6.729
1610400600000,6.772
1610401200000,6.7
1610401800000,6.715
1610402400000,6.725
1610403000000,6.686
1610403600000,6.672
1610404200000,6.668
1610404800000,6.625
1610405400000,6.658
1610406000000,6.601
1610406600000,6.554
1610407200000,6.487
1610407800000,6.468
1610408400000,6.425
1610409000000,6.387
1610409600000,6.331
1610410200000,6.33
1610410800000,6.34
1610411400000,6.326
1610412000000,6.34
1610412600000,6.34
1610413200000,6.364
1610413800000,6.417
1610414400000,6.412
1610415000000,6.412
1610415600000,6.416
1610416200000,6.421
1610416800000,6.421
1610417400000,6.407
1610418000000,6.474
1610418600000,6.45
1610419200000,6.416
1610419800000,6.326
1610420400000,6.302
1610421000000,6.303
1610421600000,6.245
1610422200000,6.275
1610422800000,6.07
1610423400000,5.363
1610424000000,4.999
1610424600000,4.497
1610425200000,4.264
1610425800000,4.08
1610426400000,3.862
1610427000000,3.782
1610427600000,3.839
1610428200000,3.778
1610428800000,3.627
1610429400000,3.241
1610430000000,3.101
1610430600000,2.732
1610431200000,2.617
1610431800000,2.105
1610432400000,1.713
1610433000000,1.533
1610433600000,1.364
1610434200000,1.188
1610434800000,1.066
1610435400000,0.977
1610436000000,0.792
1610436600000,0.974
1610437200000,1.045
1610437800000,0.936
1610438400000,0.87
1610439000000,0.951
1610439600000,0.807
1610440200000,0.595
1610440800000,0.381
1610441400000,0.31
1610442000000,0.563
1610442600000,0.815
1610443200000,1.075
1610443800000,1.289
1610444400000,1.611
1610445000000,1.73
1610445600000,1.882
1610446200000,2.015
1610446800000,2.138
1610447400000,2.387
1610448000000,2.383
1610448600000,2.5
1610449200000,2.612
1610449800000,2.708
1610450400000,2.692
1610451000000,2.785
1610451600000,2.937
1610452200000,3.07
1610452800000,3.248
1610453400000,3.393
1610454000000,3.606
1610454600000,3.796
1610455200000,3.995
1610455800000,4.007
1610456400000,3.953
1610457000000,4.1
1610457600000,4.343
1610458200000,4.249
1610458800000,4.272
1610459400000,4.146
1610460000000,3.677
1610460600000,3.346
1610461200000,2.879
1610461800000,2.841
1610462400000,2.683
1610463000000,2.507
1610463600000,2.3
1610464200000,1.993
1610464800000,1.866
1610465400000,1.544
1610466000000,1.458
1610466600000,1.622
1610467200000,1.044
1610467800000,0.738
1610468400000,0.718
1610469000000,0.366
1610469600000,0.378
1610470200000,0.57
1610470800000,0.589
1610471400000,0.785
1610472000000,1.078
1610472600000,0.898
1610473200000,0.784
1610473800000,0.628
1610474400000,0.651
1610475000000,0.637
1610475600000,0.738
1610476200000,0.752
1610476800000,0.977
1610477400000,1.128
1610478000000,0.99
1610478600000,0.804
1610479200000,0.382
1610479800000,0.52
1610480400000,0.82
1610481000000,0.915
1610481600000,0.766
1610482200000,0.585
1610482800000,0.552
1610483400000,0.629
1610484000000,0.791
1610484600000,0.692
1610485200000,0.734
1610485800000,0.814
1610486400000,0.832
1610487000000,0.647
1610487600000,0.473
1610488200000,0.286
1610488800000,0.299
1610489400000,0.435
1610490000000,0.481
1610490600000,0.287
1610491200000,0.373
1610491800000,0.424
1610492400000,0.072
1610493000000,0.159
1610493600000,0.394
1610494200000,0.613
1610494800000,0.65
1610495400000,0.896
1610496000000,1.174
1610496600000,1.107
1610497200000,1.126
1610497800000,1.098
1610498400000,1.165
1610499000000,1.412
1610499600000,1.521
1610500200000,1.597
1610500800000,1.454
1610501400000,1.392
1610502000000,1.545
1610502600000,1.649
1610503200000,1.506
1610503800000,1.312
1610504400000,1.44
1610505000000,1.616
1610505600000,1.644
1610506200000,1.7
1610506800000,1.597
1610507400000,1.713
1610508000000,1.684
1610508600000,1.708
1610509200000,1.696
1610509800000,1.304
1610510400000,1.096
1610511000000,1.13
1610511600000,1.232
1610512200000,1.425
1610512800000,1.468
1610513400000,1.327
1610514000000,1.4
1610514600000,1.413
1610515200000,1.408
1610515800000,1.438
1610516400000,1.491
1610517000000,1.441
1610517600000,1.304
1610518200000,1.538
1610518800000,1.413
1610519400000,1.3
1610520000000,1.128
1610520600000,0.91
1610521200000,0.955
1610521800000,1.017
1610522400000,0.941
1610523000000,1.008
1610523600000,1.184
1610524200000,1.028
1610524800000,0.746
1610525400000,0.942
1610526000000,1.212
1610526600000,1.5
1610527200000,1.509
1610527800000,1.375
1610528400000,0.82
1610529000000,0.602
1610529600000,0.711
1610530200000,0.917
1610530800000,1.271
1610531400000,1.232
1610532000000,1.149
1610532600000,1.024
1610533200000,0.884
1610533800000,0.661
1610534400000,0.839
1610535000000,0.866
1610535600000,0.976
1610536200000,1.099
1610536800000,1.268
1610537400000,1.445
1610538000000,1.586
1610538600000,1.518
1610539200000,1.707
1610539800000,1.868
1610540400000,2.096
1610541000000,2.205
1610541600000,2.462
1610542200000,2.49
1610542800000,2.541
1610543400000,2.727
1610544000000,2.804
1610544600000,2.939
1610545200000,2.962
1610545800000,2.757
1610546400000,2.752
1610547000000,2.832
1610547600000,2.927
1610548200000,2.917
1610548800000,2.965
1610549400000,2.946
1610550000000,2.989
1610550600000,3.088
1610551200000,3.069
1610551800000,2.888
1610552400000,2.78
1610553000000,2.799
1610553600000,2.798
1610554200000,2.803
1610554800000,2.88
1610555400000,3.065
1610556000000,2.969
1610556600000,2.884
1610557200000,2.894
1610557800000,3.065
1610558400000,3.089
1610559000000,3.203
1610559600000,3.317
1610560200000,3.229
1610560800000,3.061
1610561400000,3.25
1610562000000,3.454
1610562600000,3.539
1610563200000,3.487
1610563800000,3.454
1610564400000,3.326
1610565000000,3.507
1610565600000,3.658
1610566200000,3.615
1610566800000,3.672
1610567400000,3.772
1610568000000,3.848
1610568600000,3.891
1610569200000,3.933
1610569800000,3.996
1610570400000,3.995
1610571000000,3.976
1610571600000,3.829
1610572200000,3.791
1610572800000,3.743
1610573400000,3.611
1610574000000,3.525
1610574600000,3.468
1610575200000,3.44
1610575800000,3.492
1610576400000,3.407
1610577000000,3.43
1610577600000,3.364
1610578200000,3.269
1610578800000,3.283
1610579400000,3.117
1610580000000,3.022
1610580600000,3.018
1610581200000,3.094
1610581800000,3.109
1610582400000,3.148
1610583000000,3.021
1610583600000,3.031
1610584200000,2.966
1610584800000,2.948
1610585400000,3.009
1610586000000,2.973
1610586600000,3.036
1610587200000,3.006
1610587800000,3.033
1610588400000,3.08
1610589000000,3.126
1610589600000,3.216
1610590200000,3.205
1610590800000,3.219
1610591400000,3.149
1610592000000,3.166
1610592600000,3.24
1610593200000,3.206
1610593800000,3.22
1610594400000,3.178
1610595000000,3.164
1610595600000,3.219
1610596200000,3.285
1610596800000,3.243
1610597400000,3.073
1610598000000,2.985
1610598600000,2.936
1610599200000,2.876
1610599800000,2.901
1610600400000,2.83
1610601000000,2.755
1610601600000,2.694
1610602200000,2.551
1610602800000,2.509
1610603400000,2.414
1610604000000,2.419
1610604600000,2.461
1610605200000,2.456
1610605800000,2.433
1610606400000,2.452
1610607000000,2.547
1610607600000,2.618
1610608200000,2.575
1610608800000,2.518
1610609400000,2.518
1610610000000,2.518
1610610600000,2.509
1610611200000,2.599
1610611800000,2.547
1610612400000,2.509
1610613000000,2.519
1610613600000,2.96
1610614200000,3.117
1610614800000,3.059
1610615400000,2.917
1610616000000,2.689
1610616600000,2.213
1610617200000,1.815
1610617800000,1.701
1610618400000,1.616
1610619000000,1.445
1610619600000,1.326
1610620200000,1.36
1610620800000,1.333
1610621400000,1.335
1610622000000,1.334
1610622600000,1.415
1610623200000,1.41
1610623800000,1.444
1610624400000,1.378
1610625000000,1.296
1610625600000,1.24
1610626200000,1.126
1610626800000,1.155
1610627400000,1.14
1610628000000,1.074
1610628600000,1.041
1610629200000,1.088
1610629800000,1.103
1610630400000,1.164
1610631000000,1.126
1610631600000,1.207
1610632200000,1.269
1610632800000,1.359
1610633400000,1.35
1610634000000,1.502
1610634600000,1.502
1610635200000,1.535
1610635800000,1.535
1610636400000,1.582
1610637000000,1.597
1610637600000,1.63
1610638200000,1.61
1610638800000,1.608
1610639400000,1.632
1610640000000,1.675
1610640600000,1.691
1610641200000,1.651
1610641800000,1.584
1610642400000,1.556
1610643000000,1.615
1610643600000,1.643
1610644200000,1.705
1610644800000,1.738
1610645400000,1.786
1610646000000,1.887
1610646600000,2.165
1610647200000,2.348
1610647800000,2.228
1610648400000,2.134
1610649000000,2.233
1610649600000,2.138
1610650200000,1.943
1610650800000,1.673
1610651400000,1.459
1610652000000,1.26
1610652600000,1.163
1610653200000,0.956
1610653800000,0.864
1610654400000,0.699
1610655000000,0.694
1610655600000,0.823
1610656200000,1.136
1610656800000,1.145
1610657400000,1.065
1610658000000,1.026
1610658600000,0.936
1610659200000,0.87
1610659800000,0.965
1610660400000,1.046
1610661000000,1.259
1610661600000,1.051
1610662200000,0.969
1610662800000,0.756
1610663400000,0.708
1610664000000,0.775
1610664600000,0.565
1610665200000,0.44
1610665800000,0.597
1610666400000,0.375
1610667000000,0.106
1610667600000,-0.223
1610668200000,-0.316
1610668800000,-0.442
1610669400000,-0.303
1610670000000,-0.192
1610670600000,-0.029
1610671200000,0.119
1610671800000,0.313
1610672400000,0.356
1610673000000,0.013
1610673600000,-0.243
1610674200000,-0.599
1610674800000,-0.544
1610675400000,-0.415
1610676000000,-0.851
1610676600000,-0.962
1610677200000,-0.939
1610677800000,-0.895
1610678400000,-0.899
1610679000000,-1.023
1610679600000,-1.283
1610680200000,-1.441
1610680800000,-1.279
1610681400000,-1.388
1610682000000,-1.297
1610682600000,-0.932
1610683200000,-0.856
1610683800000,-0.908
1610684400000,-0.713
1610685000000,-0.813
1610685600000,-0.775
1610686200000,-0.842
1610686800000,-0.828
1610687400000,-0.908
1610688000000,-0.775
1610688600000,-0.743
1610689200000,-1.027
1610689800000,-0.937
1610690400000,-1.113
1610691000000,-1.26
1610691600000,-1.169
1610692200000,-0.898
1610692800000,-0.966
1610693400000,-1.393
1610694000000,-1.146
1610694600000,-1.403
1610695200000,-1.778
1610695800000,-1.745
1610696400000,-1.595
1610697000000,-1.411
1610697600000,-1.482
1610698200000,-1.457
1610698800000,-1.481
1610699400000,-1.62
1610700000000,-1.729
1610700600000,-1.384
1610701200000,-1.235
1610701800000,-1.18
1610702400000,-0.997
1610703000000,-0.803
1610703600000,-1.174
1610704200000,-1.246
1610704800000,-1.34
1610705400000,-1.122
1610706000000,-0.955
1610706600000,-0.747
1610707200000,-0.782
1610707800000,-0.574
1610708400000,-0.159
1610709000000,0.472
1610709600000,0.907
1610710200000,0.904
1610710800000,0.623
1610711400000,0.342
1610712000000,-0.109
1610712600000,-0.099
1610713200000,0.048
1610713800000,0.11
1610714400000,0.372
1610715000000,0.433
1610715600000,0.452
1610716200000,0.519
1610716800000,0.748
1610717400000,0.753
1610718000000,0.729
1610718600000,0.565
1610719200000,0.481
1610719800000,0.678
1610720400000,0.81
1610721000000,0.936
1610721600000,0.998
1610722200000,0.815
1610722800000,0.572
1610723400000,0.682
1610724000000,0.763
1610724600000,0.982
1610725200000,1.106
1610725800000,1.003
1610726400000,0.965
1610727000000,0.722
1610727600000,0.624
1610728200000,0.769
1610728800000,0.385
1610729400000,-0.009
1610730000000,-0.194
1610730600000,-0.203
1610731200000,-0.198
1610731800000,-0.221
1610732400000,-0.232
1610733000000,-0.302
1610733600000,-0.244
1610734200000,-0.347
1610734800000,-0.414
1610735400000,-0.471
1610736000000,-0.545
1610736600000,-0.557
1610737200000,-0.547
1610737800000,-0.41
1610738400000,-0.39
1610739000000,-0.284
1610739600000,-0.228
1610740200000,-0.198
1610740800000,-0.19
1610741400000,-0.097
1610742000000,-0.012
1610742600000,0.097
1610743200000,0.096
1610743800000,0.325
1610744400000,0.42
1610745000000,0.382
1610745600000,0.316
1610746200000,0.464
1610746800000,0.624
1610747400000,0.709
1610748000000,0.761
1610748600000,0.76
1610749200000,0.766
1610749800000,0.784
1610750400000,0.794
1610751000000,0.822
1610751600000,0.885
1610752200000,1.036
1610752800000,1.079
1610753400000,1.117
1610754000000,1.203
1610754600000,1.369
1610755200000,1.54
1610755800000,1.715
1610756400000,1.677
1610757000000,1.778
1610757600000,1.948
1610758200000,1.807
1610758800000,1.762
1610759400000,1.759
1610760000000,1.802
1610760600000,1.929
1610761200000,2.093
1610761800000,2.235
1610762400000,2.395
1610763000000,2.034
1610763600000,1.873
1610764200000,1.864
1610764800000,1.979
1610765400000,2.163
1610766000000,2.196
1610766600000,2.457
1610767200000,2.461
1610767800000,2.557
1610768400000,2.665
1610769000000,2.861
1610769600000,2.946
1610770200000,3.136
1610770800000,3.274
1610771400000,3.311
1610772000000,3.316
1610772600000,3.345
1610773200000,3.316
1610773800000,3.335
1610774400000,3.316
1610775000000,3.292
1610775600000,3.334
1610776200000,3.349
1610776800000,3.37
1610777400000,3.447
1610778000000,3.532
1610778600000,3.565
1610779200000,3.673
1610779800000,3.565
1610780400000,3.659
1610781000000,3.763
1610781600000,3.796
1610782200000,3.848
1610782800000,3.996
1610783400000,4.238
1610784000000,4.366
1610784600000,4.537
1610785200000,4.779
1610785800000,4.917
1610786400000,5.053
1610787000000,5.375
1610787600000,5.684
1610788200000,5.919
1610788800000,5.889
1610789400000,5.937
1610790000000,5.975
1610790600000,5.918
1610791200000,6.023
1610791800000,6.279
1610792400000,6.284
1610793000000,6.492
1610793600000,6.504
1610794200000,6.685
1610794800000,6.688
1610795400000,6.736
1610796000000,6.753
1610796600000,6.682
1610797200000,6.639
1610797800000,6.677
1610798400000,6.739
1610799000000,6.658
1610799600000,6.587
1610800200000,6.692
1610800800000,6.739
1610801400000,6.839
1610802000000,6.753
1610802600000,6.838
1610803200000,6.934
