"Time","Radiance (high res)"
1621933560000,22.7
1621933680000,22.6
1621933800000,22.6
1621933920000,22.6
1621934040000,22.6
1621934160000,22.6
1621934280000,22.6
1621934400000,22.6
1621934520000,22.6
1621934640000,22.6
1621934760000,22.6
1621934880000,22.6
1621935000000,22.6
1621935120000,22.6
1621935240000,22.6
1621935360000,22.6
1621935480000,22.6
1621935600000,22.6
1621935720000,22.6
1621935840000,22.6
1621935960000,22.6
1621936080000,22.6
1621936200000,22.6
1621936320000,22.6
1621936440000,22.6
1621936560000,22.6
1621936680000,22.6
1621936800000,22.6
1621936920000,22.6
1621937040000,22.7
1621937160000,22.7
1621937410000,23
1621937530000,23
1621937650000,23
1621937770000,23
1621937890000,22.9
1621938010000,22.9
1621938130000,22.9
1621938250000,22.9
1621938370000,22.8
1621938490000,22.8
1621938610000,22.8
1621938730000,22.8
1621938850000,22.8
1621938970000,22.8
1621939090000,22.8
1621939210000,22.8
1621939330000,22.8
1621939450000,22.8
1621939570000,22.8
1621939690000,22.8
1621939810000,22.7
1621939930000,22.7
1621940050000,22.7
1621940170000,22.7
1621940290000,22.7
1621940410000,22.7
1621940530000,22.7
1621940650000,22.7
1621940770000,22.7
1621940890000,22.7
1621941010000,22.7
1621941130000,22.7
1621941250000,22.7
1621941370000,22.7
1621941490000,22.7
1621941610000,22.7
1621941730000,22.7
1621941850000,22.7
1621941970000,22.7
1621942090000,22.7
1621942210000,22.7
1621942330000,22.7
1621942450000,22.7
1621942570000,22.7
1621942690000,22.7
1621942810000,22.7
1621942930000,22.7
1621943050000,22.7
1621943170000,22.7
1621943290000,22.7
1621943410000,22.7
1621943530000,22.7
1621943650000,22.7
1621943770000,22.7
1621943890000,22.7
1621944010000,22.7
1621944130000,22.7
1621944250000,22.7
1621944370000,22.7
1621944490000,22.7
1621944610000,22.7
1621944730000,22.7
1621944850000,22.7
1621944970000,22.7
1621945090000,22.7
1621945210000,22.7
1621945330000,22.7
1621945450000,22.7
1621945570000,22.7
1621945690000,22.7
1621945810000,22.6
1621945930000,22.6
1621946050000,22.6
1621946170000,22.6
1621946290000,22.6
1621946410000,22.6
1621946530000,22.6
1621946650000,22.6
1621946770000,22.6
1621946890000,22.6
1621947010000,22.6
1621947130000,22.7
1621947250000,22.7
1621947370000,22.7
1621947490000,22.7
1621947610000,22.7
1621947730000,22.7
1621947850000,22.7
1621947970000,22.7
1621948090000,22.7
1621948210000,22.7
1621948330000,22.7
1621948450000,22.7
1621948570000,22.7
1621948690000,22.7
1621948810000,22.6
1621948930000,22.6
1621949050000,22.6
1621949170000,22.6
1621949290000,22.6
1621949410000,22.6
1621949530000,22.6
1621949650000,22.6
1621949770000,22.7
1621949890000,22.7
1621950010000,22.7
1621950130000,22.7
1621950250000,22.7
1621950370000,22.7
1621950490000,22.7
1621950610000,22.7
1621950730000,22.7
1621950850000,22.8
1621950970000,22.8
1621951090000,22.8
1621951210000,22.8
1621951330000,22.8
1621951450000,22.8
1621951570000,22.8
1621951690000,22.8
1621951810000,22.9
1621951930000,22.9
1621952050000,22.9
1621952170000,22.9
1621952290000,22.9
1621952410000,22.9
1621952530000,22.9
1621952650000,22.9
1621952770000,22.9
1621952890000,22.9
1621953010000,22.9
1621953130000,22.9
1621953250000,22.9
1621953370000,23
1621953490000,23
1621953610000,23
1621953730000,23
1621953850000,23
1621953970000,23
1621954090000,23
1621954210000,23
1621954330000,23.1
1621954450000,23.1
1621954570000,23.1
1621954690000,23.1
1621954810000,23.1
1621954930000,23.1
1621955050000,23.1
1621955170000,23.1
1621955290000,23.1
1621955410000,23.2
1621955530000,23.2
1621955650000,23.2
1621955770000,23.2
1621955890000,23.2
1621956010000,23.2
1621956130000,23.2
1621956250000,23.2
1621956370000,23.2
1621956490000,23.3
1621956610000,23.3
1621956730000,23.3
1621956850000,23.3
1621956970000,23.3
1621957090000,23.3
1621957210000,23.3
1621957330000,23.3
1621957450000,23.3
1621957570000,23.3
1621957690000,23.3
1621957810000,23.3
1621957930000,23.3
1621958050000,23.3
1621958170000,23.3
1621958290000,23.2
1621958410000,23.2
1621958530000,23.2
1621958650000,23.2
1621958770000,23.2
1621958890000,23.2
1621959010000,23.2
1621959130000,23.1
1621959250000,23.1
1621959370000,23.1
1621959490000,23.2
1621959610000,23.2
1621959730000,23.2
1621959850000,23.2
1621959970000,23.2
1621960090000,23.2
1621960210000,23.2
1621960330000,23.2
1621960450000,23.2
1621960570000,23.2
1621960690000,23.2
1621960810000,23.2
1621960930000,23.2
1621961050000,23.2
1621961170000,23.2
1621961290000,23.2
1621961410000,23.1
1621961530000,23.1
1621961650000,23.1
1621961770000,23.1
1621961890000,23.1
1621962010000,23.1
1621962130000,23.1
1621962250000,23.1
1621962370000,23.1
1621962490000,23.1
1621962610000,23.1
1621962730000,23.1
1621962850000,23.1
1621962970000,23.1
1621963090000,23
1621963210000,23
1621963330000,23
1621963450000,23
1621963570000,23
1621963690000,23
1621963810000,23
1621963930000,23
1621964050000,23
1621964170000,23
1621964290000,23
1621964410000,23
1621964530000,23
1621964650000,23
1621964770000,23
1621964890000,23
1621965010000,22.9
1621965130000,22.9
1621965250000,22.9
1621965370000,22.9
1621965490000,22.9
1621965610000,22.9
1621965730000,22.9
1621965850000,22.9
1621965970000,22.9
1621966090000,22.9
1621966210000,22.9
1621966330000,22.8
1621966450000,22.8
1621966570000,22.8
1621966690000,22.8
1621966810000,22.8
1621966930000,22.8
1621967050000,22.8
1621967170000,22.8
1621967290000,22.8
1621967410000,22.8
1621967530000,22.8
1621967650000,22.8
1621967770000,22.7
1621967890000,22.7
1621968010000,22.7
1621968130000,22.7
1621968250000,22.7
1621968370000,22.7
1621968490000,22.7
1621968610000,22.7
1621968730000,22.7
1621968850000,22.7
1621968970000,22.7
1621969090000,22.7
1621969210000,22.7
1621969330000,22.7
1621969450000,22.7
1621969570000,22.7
1621969690000,22.7
1621969810000,22.7
1621969930000,22.7
1621970050000,22.7
1621970170000,22.7
1621970290000,22.7
1621970410000,22.7
1621970530000,22.7
1621970650000,22.7
1621970770000,22.6
1621970890000,22.6
1621971010000,22.6
1621971130000,22.6
1621971250000,22.6
1621971370000,22.6
1621971490000,22.6
1621971610000,22.6
1621971730000,22.6
1621971850000,22.6
1621971970000,22.6
1621972090000,22.6
1621972210000,22.6
1621972330000,22.6
1621972450000,22.6
1621972570000,22.5
1621972690000,22.5
1621972810000,22.5
1621972930000,22.5
1621973050000,22.5
1621973170000,22.4
1621973290000,22.4
1621973410000,22.4
1621973530000,22.4
1621973650000,22.4
1621973770000,22.4
1621973890000,22.4
1621974010000,22.4
1621974130000,22.4
1621974250000,22.4
1621974370000,22.4
1621974490000,22.4
1621974610000,22.4
1621974730000,22.4
1621974850000,22.4
1621974970000,22.4
1621975090000,22.4
1621975210000,22.4
1621975330000,22.4
1621975450000,22.3
1621975570000,22.3
1621975690000,22.3
1621975810000,22.3
1621975930000,22.3
1621976050000,22.3
1621976170000,22.3
1621976290000,22.3
1621976410000,22.3
1621976530000,22.3
1621976650000,22.3
1621976770000,22.3
1621976890000,22.3
1621977010000,22.3
1621977130000,22.3
1621977250000,22.3
1621977370000,22.3
1621977490000,22.2
1621977610000,22.2
1621977730000,22.2
1621977850000,22.2
1621977970000,22.2
1621978090000,22.2
1621978210000,22.2
1621978330000,22.2
1621978450000,22.2
1621978570000,22.2
1621978690000,22.2
1621978810000,22.2
1621978930000,22.2
1621979050000,22.2
1621979170000,22.2
1621979290000,22.2
1621979410000,22.1
1621979530000,22.1
1621979650000,22.1
1621979770000,22.1
1621979890000,22.1
1621980010000,22.1
1621980130000,22.1
1621980250000,22.1
1621980370000,22.1
1621980490000,22.1
1621980610000,22.1
1621980730000,22.1
1621980850000,22.1
1621980970000,22.1
1621981090000,22.1
1621981210000,22.1
1621981330000,22.1
1621981450000,22
1621981570000,22
1621981690000,22
1621981810000,22
1621981930000,22
1621982050000,22
1621982170000,22
1621982290000,22
1621982410000,22
1621982530000,22
1621982650000,21.9
1621982770000,21.9
1621982890000,21.9
1621983010000,21.9
1621983130000,21.9
1621983250000,21.9
1621983370000,21.9
1621983490000,21.9
1621983610000,21.9
1621983730000,21.9
1621983850000,21.9
1621983970000,21.9
1621984090000,21.9
1621984210000,21.9
1621984330000,21.9
1621984450000,21.9
1621984570000,21.9
1621984690000,21.9
1621984810000,21.9
1621984930000,21.9
1621985050000,21.8
1621985170000,21.8
1621985290000,21.8
1621985410000,21.8
1621985530000,21.8
1621985650000,21.8
1621985770000,21.8
1621985890000,21.8
1621986010000,21.8
1621986130000,21.8
1621986250000,21.8
1621986370000,21.8
1621986490000,21.8
1621986610000,21.8
1621986730000,21.8
1621986850000,21.8
1621986970000,21.8
1621987090000,21.8
1621987210000,21.8
1621987330000,21.7
1621987450000,21.7
1621987570000,21.7
1621987690000,21.7
1621987810000,21.7
1621987930000,21.7
1621988050000,21.7
1621988170000,21.7
1621988290000,21.7
1621988410000,21.7
1621988530000,21.7
1621988650000,21.7
1621988770000,21.7
1621988890000,21.7
1621989010000,21.7
1621989130000,21.7
1621989250000,21.7
1621989370000,21.7
1621989490000,21.6
1621989610000,21.6
1621989730000,21.6
1621989850000,21.6
1621989970000,21.6
1621990090000,21.6
1621990210000,21.6
1621990330000,21.6
1621990450000,21.6
1621990570000,21.6
1621990690000,21.6
1621990810000,21.6
1621990930000,21.6
1621991050000,21.6
1621991170000,21.6
1621991290000,21.6
1621991410000,21.6
1621991530000,21.6
1621991650000,21.6
1621991770000,21.6
1621991890000,21.6
1621992010000,21.5
1621992130000,21.5
1621992250000,21.5
1621992370000,21.5
1621992490000,21.5
1621992610000,21.5
1621992730000,21.5
1621992850000,21.5
1621992970000,21.5
1621993090000,21.5
1621993210000,21.5
1621993330000,21.4
1621993450000,21.4
1621993570000,21.4
1621993690000,21.4
1621993810000,21.4
1621993930000,21.4
1621994050000,21.4
1621994170000,21.4
1621994290000,21.4
1621994410000,21.4
1621994530000,21.4
1621994650000,21.4
1621994770000,21.4
1621994890000,21.4
1621995010000,21.4
1621995130000,21.4
1621995250000,21.4
1621995370000,21.4
1621995490000,21.4
1621995610000,21.4
1621995730000,21.3
1621995850000,21.3
1621995970000,21.3
1621996090000,21.3
1621996210000,21.3
1621996330000,21.3
1621996450000,21.3
1621996570000,21.3
1621996690000,21.3
1621996810000,21.3
1621996930000,21.3
1621997050000,21.3
1621997170000,21.3
1621997290000,21.3
1621997410000,21.3
1621997530000,21.3
1621997650000,21.3
1621997770000,21.3
1621997890000,21.2
1621998010000,21.2
1621998130000,21.2
1621998250000,21.2
1621998370000,21.2
1621998490000,21.2
1621998610000,21.2
1621998730000,21.2
1621998850000,21.2
1621998970000,21.2
1621999090000,21.2
1621999210000,21.2
1621999330000,21.2
1621999450000,21.2
1621999570000,21.2
1621999690000,21.2
1621999810000,21.2
1621999930000,21.1
1622000050000,21.1
1622000170000,21.1
1622000290000,21.1
1622000410000,21.1
1622000530000,21.1
1622000650000,21.1
1622000770000,21.1
1622000890000,21.1
1622001010000,21.1
1622001130000,21.1
1622001250000,21.1
1622001370000,21.1
1622001490000,21.1
1622001610000,21.1
1622001730000,21.1
1622001850000,21.1
1622001970000,21
1622002090000,21
1622002210000,21
1622002330000,21
1622002450000,21
1622002570000,21
1622002690000,21
1622002810000,21
1622002930000,21
1622003050000,20.9
1622003170000,20.9
1622003290000,20.9
1622003410000,20.9
1622003530000,20.9
1622003650000,20.9
1622003770000,20.9
1622003890000,20.9
1622004010000,20.9
1622004130000,20.9
1622004250000,20.9
1622004370000,20.9
1622004490000,20.9
1622004610000,20.9
1622004730000,20.9
1622004850000,20.9
1622004970000,20.9
1622005090000,20.9
1622005210000,20.8
1622005330000,20.8
1622005450000,20.8
1622005570000,20.8
1622005690000,20.8
1622005810000,20.8
1622005930000,20.9
1622006050000,20.9
1622006170000,20.9
1622006290000,20.9
1622006410000,21
1622006530000,21.1
1622006650000,21.1
1622006770000,21.2
1622006890000,21.3
1622007010000,21.3
1622007130000,21.4
1622007250000,21.6
1622007370000,21.6
1622007490000,21.7
1622007610000,21.8
1622007730000,21.9
1622007850000,22
1622007970000,22.1
1622008090000,22.2
1622008210000,22.3
1622008330000,22.3
1622008450000,22.4
1622008570000,22.5
1622008690000,22.6
1622008810000,22.7
1622008930000,22.8
1622009050000,22.8
1622009170000,22.9
1622009290000,22.9
1622009410000,22.9
1622009530000,23
1622009650000,23
1622009770000,23
1622009890000,22.9
1622010010000,22.9
1622010130000,22.9
1622010250000,22.9
1622010370000,22.9
1622010490000,22.9
1622010610000,22.8
1622010730000,22.8
1622010850000,22.8
1622010970000,22.8
1622011090000,22.8
1622011210000,22.7
1622011330000,22.7
1622011450000,22.7
1622011570000,22.7
1622011690000,22.7
1622011810000,22.6
1622011930000,22.6
1622012050000,22.6
1622012170000,22.6
1622012290000,22.6
1622012410000,22.6
1622012530000,22.6
1622012650000,22.6
1622012770000,22.5
1622012890000,22.5
1622013010000,22.5
1622013130000,22.5
1622013250000,22.5
1622013370000,22.5
1622013490000,22.5
1622013610000,22.5
1622013730000,22.5
1622013850000,22.5
1622013970000,22.6
1622014090000,22.6
1622014210000,22.5
1622014330000,22.5
1622014450000,22.5
1622014570000,22.5
1622014690000,22.5
1622014810000,22.5
1622014930000,22.5
1622015050000,22.4
1622015170000,22.4
1622015290000,22.4
1622015410000,22.4
1622015530000,22.4
1622015650000,22.4
1622015770000,22.4
1622015890000,22.4
1622016010000,22.4
1622016130000,22.4
1622016250000,22.4
1622016370000,22.4
1622016490000,22.4
1622016610000,22.4
1622016730000,22.4
1622016850000,22.3
1622016970000,22.3
1622017090000,22.3
1622017210000,22.3
1622017330000,22.3
1622017450000,22.3
1622017570000,22.3
1622017690000,22.3
1622017810000,22.3
1622017930000,22.3
1622018050000,22.3
1622018170000,22.3
1622018290000,22.3
1622018410000,22.3
1622018530000,22.3
1622018650000,22.3
1622018770000,22.3
1622018890000,22.4
1622019010000,22.4
1622019130000,22.4
1622019250000,22.4
1622019370000,22.4
1622019490000,22.4
1622019610000,22.4
1622019730000,22.4
1622019850000,22.4
1622019970000,22.4
1622020090000,22.4
1622020210000,22.4
1622020330000,22.5
1622020450000,22.5
1622020570000,22.5
1622020690000,22.5
1622020810000,22.5
1622020930000,22.5
1622021050000,22.5
1622021170000,22.5
1622021290000,22.5
1622021410000,22.5
1622021530000,22.4
1622021650000,22.4
1622021770000,22.4
1622021890000,22.4
1622022010000,22.4
1622022130000,22.4
1622022250000,22.4
1622022370000,22.4
1622022490000,22.4
1622022610000,22.4
1622022730000,22.4
1622022850000,22.4
1622022970000,22.4
1622023090000,22.4
1622023210000,22.4
1622023330000,22.4
1622023450000,22.3
1622023570000,22.3
1622023690000,22.3
1622023810000,22.3
1622023930000,22.3
1622024050000,22.3
1622024170000,22.3
1622024290000,22.3
1622024410000,22.3
1622024530000,22.3
1622024650000,22.3
1622024770000,22.3
1622024890000,22.3
1622025010000,22.3
1622025130000,22.3
1622025250000,22.3
1622025370000,22.3
1622025490000,22.3
1622025610000,22.3
1622025730000,22.3
1622025850000,22.3
1622025970000,22.3
1622026090000,22.3
1622026210000,22.3
1622026330000,22.3
1622026450000,22.3
1622026570000,22.3
1622026690000,22.3
1622026810000,22.3
1622026930000,22.3
1622027050000,22.3
1622027170000,22.3
1622027290000,22.3
1622027410000,22.3
1622027530000,22.3
1622027650000,22.3
1622027770000,22.3
1622027890000,22.3
1622028010000,22.3
1622028130000,22.3
1622028250000,22.3
1622028370000,22.3
1622028490000,22.4
1622028610000,22.4
1622028730000,22.4
1622028850000,22.4
1622028970000,22.4
1622029090000,22.4
1622029210000,22.4
1622029330000,22.4
1622029450000,22.4
1622029570000,22.4
1622029690000,22.5
1622029810000,22.5
1622029930000,22.5
1622030050000,22.5
1622030170000,22.6
1622030290000,22.6
1622030410000,22.6
1622030530000,22.6
1622030650000,22.6
1622030770000,22.6
1622030890000,22.6
1622031010000,22.6
1622031130000,22.6
1622031250000,22.7
1622031370000,22.7
1622031490000,22.7
1622031610000,22.7
1622031730000,22.7
1622031850000,22.7
1622031970000,22.6
1622032090000,22.6
1622032210000,22.6
1622032330000,22.6
1622032450000,22.6
1622032570000,22.6
1622032690000,22.6
1622032810000,22.6
1622032930000,22.6
1622033050000,22.6
1622033170000,22.6
1622033290000,22.6
1622033410000,22.6
1622033530000,22.6
1622033650000,22.6
1622033770000,22.6
1622033890000,22.7
1622034010000,22.7
1622034130000,22.7
1622034250000,22.7
1622034370000,22.7
1622034490000,22.7
1622034610000,22.7
1622034730000,22.7
1622034850000,22.7
1622034970000,22.7
1622035090000,22.7
1622035210000,22.7
1622035330000,22.8
1622035450000,22.8
1622035570000,22.8
1622035690000,22.8
1622035810000,22.8
1622035930000,22.9
1622036050000,22.9
1622036170000,22.9
1622036290000,22.9
1622036410000,22.9
1622036530000,22.9
1622036650000,22.9
1622036770000,22.8
1622036890000,22.8
1622037010000,22.8
1622037130000,22.8
1622037250000,22.8
1622037370000,22.9
1622037490000,22.9
1622037610000,22.9
1622037730000,22.9
1622037850000,22.9
1622037970000,22.9
1622038090000,22.9
1622038210000,22.9
1622038330000,22.9
1622038450000,23
1622038570000,23
1622038690000,23
1622038810000,23
1622038930000,23
1622039050000,23
1622039170000,23.1
1622039290000,23.1
1622039410000,23.1
1622039530000,23.1
1622039650000,23.1
1622039770000,23.1
1622039890000,23.1
1622040010000,23.1
1622040130000,23.1
1622040250000,23.1
1622040370000,23.1
1622040490000,23.2
1622040610000,23.2
1622040730000,23.1
1622040850000,23.1
1622040970000,23.1
1622041090000,23.1
1622041210000,23.1
1622041330000,23.1
1622041450000,23.1
1622041570000,23.1
1622041690000,23.1
1622041810000,23.1
1622041930000,23.1
1622042050000,23.1
1622042170000,23.1
1622042290000,23.1
1622042410000,23.2
1622042530000,23.2
1622042650000,23.2
1622042770000,23.2
1622042890000,23.2
1622043010000,23.2
1622043130000,23.2
1622043250000,23.2
1622043370000,23.2
1622043490000,23.2
1622043610000,23.2
1622043730000,23.2
1622043850000,23.2
1622043970000,23.2
1622044090000,23.2
1622044210000,23.2
1622044330000,23.2
1622044450000,23.2
1622044570000,23.2
1622044690000,23.3
1622044810000,23.3
1622044930000,23.3
1622045050000,23.3
1622045170000,23.3
1622045290000,23.3
1622045410000,23.3
1622045530000,23.3
1622045650000,23.3
1622045770000,23.3
1622045890000,23.3
1622046010000,23.3
1622046130000,23.3
1622046250000,23.3
1622046370000,23.3
1622046490000,23.3
1622046610000,23.3
1622046730000,23.3
1622046850000,23.3
1622046970000,23.3
1622047090000,23.3
1622047210000,23.3
1622047330000,23.3
1622047450000,23.3
1622047570000,23.3
1622047690000,23.3
1622047810000,23.3
1622047930000,23.3
1622048050000,23.3
1622048170000,23.3
1622048290000,23.3
1622048410000,23.3
1622048530000,23.3
1622048650000,23.3
1622048770000,23.3
1622048890000,23.4
1622049010000,23.4
1622049130000,23.4
1622049250000,23.4
1622049370000,23.4
1622049490000,23.4
1622049610000,23.4
1622049730000,23.4
1622049850000,23.3
1622049970000,23.3
1622050090000,23.3
1622050210000,23.3
1622050330000,23.3
1622050450000,23.3
1622050570000,23.3
1622050690000,23.3
1622050810000,23.3
1622050930000,23.3
1622051050000,23.3
1622051170000,23.3
1622051290000,23.3
1622051410000,23.3
1622051530000,23.3
1622051650000,23.3
1622051770000,23.3
1622051890000,23.3
1622052010000,23.3
1622052130000,23.2
1622052250000,23.2
1622052370000,23.2
1622052490000,23.2
1622052610000,23.2
1622052730000,23.2
1622052850000,23.2
1622052970000,23.2
1622053090000,23.2
1622053210000,23.2
1622053330000,23.2
1622053450000,23.2
1622053570000,23.2
1622053690000,23.2
1622053810000,23.2
1622053930000,23.2
1622054050000,23.2
1622054170000,23.2
1622054290000,23.2
1622054410000,23.2
1622054530000,23.1
1622054650000,23.1
1622054770000,23.1
1622054890000,23.1
1622055010000,23.1
1622055130000,23.1
1622055250000,23.1
1622055370000,23.1
1622055490000,23.1
1622055610000,23.1
1622055730000,23.1
1622055850000,23.1
1622055970000,23.1
1622056090000,23.1
1622056210000,23.1
1622056330000,23.1
1622056450000,23.1
1622056570000,23.1
1622056690000,23.1
1622056810000,23.1
1622056930000,23
1622057050000,23
1622057170000,23
1622057290000,23
1622057410000,23
1622057530000,23
1622057650000,22.9
1622057770000,22.9
1622057890000,22.9
1622058010000,22.9
1622058130000,22.9
1622058250000,22.9
1622058370000,22.9
1622058490000,22.9
1622058610000,22.9
1622058730000,22.9
1622058850000,22.9
1622058970000,22.9
1622059090000,22.8
1622059210000,22.8
1622059330000,22.8
1622059450000,22.8
1622059570000,22.8
1622059690000,22.8
1622059810000,22.8
1622059930000,22.8
1622060050000,22.8
1622060170000,22.8
1622060290000,22.8
1622060410000,22.8
1622060530000,22.8
1622060650000,22.8
1622060770000,22.8
1622060890000,22.8
1622061010000,22.8
1622061130000,22.7
1622061250000,22.7
1622061370000,22.7
1622061490000,22.7
1622061610000,22.7
1622061730000,22.7
1622061850000,22.7
1622061970000,22.7
1622062090000,22.7
1622062210000,22.7
1622062330000,22.7
1622062450000,22.7
1622062570000,22.7
1622062690000,22.7
1622062810000,22.7
1622062930000,22.7
1622063050000,22.7
1622063170000,22.6
1622063290000,22.6
1622063410000,22.6
1622063530000,22.6
1622063650000,22.6
1622063770000,22.6
1622063890000,22.6
1622064010000,22.6
1622064130000,22.6
1622064250000,22.6
1622064370000,22.6
1622064490000,22.6
1622064610000,22.6
1622064730000,22.6
1622064850000,22.6
1622064970000,22.6
1622065090000,22.6
1622065210000,22.5
1622065330000,22.5
1622065450000,22.5
1622065570000,22.5
1622065690000,22.5
1622065810000,22.5
1622065930000,22.5
1622066050000,22.5
1622066170000,22.4
1622066290000,22.4
1622066410000,22.4
1622066530000,22.4
1622066650000,22.4
1622066770000,22.4
