"Time","Radiance (high res)"
1629804360000,23.9
1629804480000,24
1629804600000,24
1629804720000,24
1629804840000,24
1629804960000,24
1629805080000,24.1
1629805200000,24.1
1629805320000,24.1
1629805440000,24.1
1629805560000,24.1
1629805680000,24.1
1629805800000,24.1
1629805920000,24.1
1629806040000,24.1
1629806160000,24.1
1629806280000,24.1
1629806400000,24.1
1629806520000,24.1
1629806640000,24.1
1629806760000,24.2
1629806880000,24.2
1629807000000,24.2
1629807120000,24.2
1629807240000,24.2
1629807360000,24.2
1629807480000,24.2
1629807600000,24.2
1629807720000,24.2
1629807840000,24.2
1629807960000,24.2
1629808080000,24.2
1629808200000,24.2
1629808320000,24.3
1629808440000,24.3
1629808560000,24.3
1629808680000,24.3
1629808800000,24.3
1629808920000,24.3
1629809040000,24.3
1629809160000,24.3
1629809280000,24.3
1629809400000,24.3
1629809520000,24.3
1629809640000,24.3
1629809760000,24.3
1629809880000,24.3
1629810000000,24.3
1629810120000,24.4
1629810240000,24.4
1629810360000,24.4
1629810480000,24.4
1629810600000,24.4
1629810720000,24.4
1629810840000,24.4
1629810960000,24.4
1629811080000,24.4
1629811200000,24.4
1629811320000,24.4
1629811440000,24.4
1629811560000,24.4
1629811680000,24.4
1629811800000,24.4
1629811920000,24.4
1629812040000,24.4
1629812160000,24.4
1629812280000,24.4
1629812400000,24.4
1629812520000,24.4
1629812640000,24.5
1629812760000,24.5
1629812880000,24.5
1629813000000,24.5
1629813120000,24.5
1629813240000,24.5
1629813360000,24.5
1629813480000,24.5
1629813600000,24.5
1629813720000,24.6
1629813840000,24.6
1629813960000,24.6
1629814080000,24.6
1629814200000,24.6
1629814320000,24.6
1629814440000,24.6
1629814560000,24.6
1629814680000,24.6
1629814800000,24.6
1629814920000,24.6
1629815040000,24.6
1629815160000,24.6
1629815280000,24.6
1629815400000,24.6
1629815520000,24.6
1629815640000,24.6
1629815760000,24.6
1629815880000,24.6
1629816000000,24.6
1629816120000,24.6
1629816240000,24.6
1629816360000,24.6
1629816480000,24.6
1629816600000,24.6
1629816720000,24.6
1629816840000,24.6
1629816960000,24.6
1629817080000,24.6
1629817200000,24.6
1629817320000,24.6
1629817440000,24.7
1629817560000,24.7
1629817680000,24.7
1629817800000,24.7
1629817920000,24.7
1629818040000,24.7
1629818160000,24.7
1629818280000,24.7
1629818400000,24.7
1629818520000,24.7
1629818640000,24.7
1629818760000,24.7
1629818880000,24.8
1629819000000,24.8
1629819120000,24.8
1629819240000,24.8
1629819360000,24.8
1629819480000,24.8
1629819600000,24.8
1629819720000,24.8
1629819840000,24.8
1629819960000,24.8
1629820080000,24.8
1629820200000,24.8
1629820320000,24.8
1629820440000,24.8
1629820560000,24.8
1629820680000,24.8
1629820800000,24.8
1629820920000,24.8
1629821040000,24.8
1629821160000,24.8
1629821280000,24.8
1629821400000,24.8
1629821520000,24.8
1629821640000,24.8
1629821760000,24.8
1629821880000,24.8
1629822000000,24.8
1629822120000,24.8
1629822240000,24.8
1629822360000,24.8
1629822480000,24.8
1629822600000,24.8
1629822720000,24.8
1629822840000,24.8
1629822960000,24.8
1629823080000,24.8
1629823200000,24.8
1629823320000,24.8
1629823440000,24.8
1629823560000,24.8
1629823680000,24.8
1629823800000,24.8
1629823920000,24.8
1629824040000,24.8
1629824160000,24.9
1629824280000,24.9
1629824400000,24.9
1629824520000,24.9
1629824640000,24.9
1629824760000,24.9
1629824880000,24.9
1629825000000,24.9
1629825120000,24.9
1629825240000,24.9
1629825360000,24.9
1629825480000,24.9
1629825600000,24.9
1629825720000,24.9
1629825840000,24.9
1629825960000,24.9
1629826080000,24.9
1629826200000,24.9
1629826320000,24.9
1629826440000,24.9
1629826560000,24.9
1629826680000,24.9
1629826800000,25
1629826920000,25
1629827040000,25
1629827160000,25
1629827280000,25
1629827400000,25
1629827520000,25
1629827640000,25
1629827760000,25
1629827880000,25
1629828000000,24.9
1629828120000,24.9
1629828240000,24.9
1629828360000,24.9
1629828480000,24.9
1629828600000,24.9
1629828720000,24.9
1629828840000,24.9
1629828960000,24.9
1629829080000,24.9
1629829200000,24.9
1629829320000,24.9
1629829440000,24.9
1629829560000,24.9
1629829680000,24.9
1629829800000,24.9
1629829920000,24.9
1629830040000,24.9
1629830160000,24.9
1629830280000,24.9
1629830400000,24.9
1629830520000,24.9
1629830640000,24.9
1629830760000,24.9
1629830880000,24.9
1629831000000,24.9
1629831120000,24.9
1629831240000,24.9
1629831360000,24.9
1629831480000,24.9
1629831600000,24.9
1629831720000,24.9
1629831840000,24.9
1629831960000,24.9
1629832080000,24.9
1629832200000,24.8
1629832320000,24.8
1629832440000,24.8
1629832560000,24.8
1629832680000,24.8
1629832800000,24.8
1629832920000,24.8
1629833040000,24.8
1629833160000,24.8
1629833280000,24.8
1629833400000,24.8
1629833520000,24.8
1629833640000,24.8
1629833760000,24.8
1629833880000,24.8
1629834000000,24.8
1629834120000,24.8
1629834240000,24.7
1629834360000,24.7
1629834480000,24.7
1629834600000,24.7
1629834720000,24.7
1629834840000,24.7
1629834960000,24.7
1629835080000,24.7
1629835200000,24.7
1629835320000,24.6
1629835440000,24.6
1629835560000,24.6
1629835680000,24.6
1629835800000,24.6
1629835920000,24.6
1629836040000,24.6
1629836160000,24.6
1629836280000,24.6
1629836400000,24.6
1629836520000,24.6
1629836640000,24.6
1629836760000,24.5
1629836880000,24.5
1629837000000,24.5
1629837120000,24.5
1629837240000,24.5
1629837360000,24.5
1629837480000,24.5
1629837600000,24.4
1629837720000,24.4
1629837840000,24.4
1629837960000,24.4
1629838080000,24.4
1629838200000,24.4
1629838320000,24.4
1629838440000,24.4
1629838560000,24.4
1629838680000,24.4
1629838800000,24.4
1629838920000,24.4
1629839040000,24.4
1629839160000,24.4
1629839280000,24.4
1629839400000,24.3
1629839520000,24.3
1629839640000,24.3
1629839760000,24.3
1629839880000,24.3
1629840000000,24.3
1629840120000,24.3
1629840240000,24.3
1629840360000,24.3
1629840480000,24.3
1629840600000,24.3
1629840720000,24.3
1629840840000,24.3
1629840960000,24.3
1629841080000,24.3
1629841200000,24.3
1629841320000,24.3
1629841440000,24.3
1629841560000,24.3
1629841680000,24.2
1629841800000,24.2
1629841920000,24.2
1629842040000,24.2
1629842160000,24.2
1629842280000,24.2
1629842400000,24.2
1629842520000,24.2
1629842640000,24.2
1629842760000,24.2
1629842880000,24.2
1629843000000,24.2
1629843120000,24.2
1629843240000,24.2
1629843360000,24.2
1629843480000,24.2
1629843600000,24.2
1629843720000,24.2
1629843840000,24.2
1629843960000,24.2
1629844080000,24.2
1629844200000,24.2
1629844320000,24.1
1629844440000,24.1
1629844560000,24.1
1629844680000,24.1
1629844800000,24.1
1629844920000,24.1
1629845040000,24.1
1629845160000,24.1
1629845280000,24.1
1629845400000,24.1
1629845520000,24.1
1629845640000,24.1
1629845760000,24.1
1629845880000,24.1
1629846000000,24.1
1629846120000,24.1
1629846240000,24.1
1629846360000,24.1
1629846480000,24.1
1629846600000,24.1
1629846720000,24.1
1629846840000,24.1
1629846960000,24.1
1629847080000,24.1
1629847200000,24.1
1629847320000,24
1629847440000,24
1629847560000,24
1629847680000,24
1629847800000,24
1629847920000,24
1629848040000,24
1629848160000,24
1629848280000,24
1629848400000,24
1629848520000,24
1629848640000,24
1629848760000,24
1629848880000,24
1629849000000,23.9
1629849120000,23.9
1629849240000,23.9
1629849360000,23.9
1629849480000,23.9
1629849600000,23.9
1629849720000,23.9
1629849840000,23.9
1629849960000,23.9
1629850080000,23.9
1629850200000,23.9
1629850320000,23.9
1629850440000,23.9
1629850560000,23.9
1629850680000,23.9
1629850800000,23.9
1629850920000,23.9
1629851040000,23.9
1629851160000,23.9
1629851280000,23.9
1629851400000,23.9
1629851520000,23.9
1629851640000,23.9
1629851760000,23.9
1629851880000,23.9
1629852000000,23.9
1629852120000,23.9
1629852240000,23.9
1629852360000,23.9
1629852480000,23.9
1629852600000,23.9
1629852720000,23.8
1629852840000,23.8
1629852960000,23.8
1629853080000,23.8
1629853200000,23.8
1629853320000,23.8
1629853440000,23.8
1629853560000,23.8
1629853680000,23.8
1629853800000,23.8
1629853920000,23.8
1629854040000,23.8
1629854160000,23.8
1629854280000,23.8
1629854400000,23.8
1629854520000,23.8
1629854640000,23.8
1629854760000,23.8
1629854880000,23.8
1629855000000,23.8
1629855120000,23.8
1629855240000,23.8
1629855360000,23.8
1629855480000,23.8
1629855600000,23.8
1629855720000,23.8
1629855840000,23.8
1629855960000,23.8
1629856080000,23.7
1629856200000,23.7
1629856320000,23.7
1629856440000,23.7
1629856560000,23.7
1629856680000,23.7
1629856800000,23.7
1629856920000,23.7
1629857040000,23.7
1629857160000,23.7
1629857280000,23.7
1629857400000,23.7
1629857520000,23.7
1629857640000,23.7
1629857760000,23.7
1629857880000,23.7
1629858000000,23.7
1629858120000,23.7
1629858240000,23.7
1629858360000,23.7
1629858480000,23.7
1629858600000,23.7
1629858720000,23.7
1629858840000,23.7
1629858960000,23.7
1629859080000,23.6
1629859200000,23.6
1629859320000,23.6
1629859440000,23.6
1629859560000,23.6
1629859680000,23.6
1629859800000,23.6
1629859920000,23.6
1629860040000,23.6
1629860160000,23.6
1629860280000,23.6
1629860400000,23.6
1629860520000,23.6
1629860640000,23.6
1629860760000,23.6
1629860880000,23.6
1629861000000,23.6
1629861120000,23.6
1629861240000,23.6
1629861360000,23.6
1629861480000,23.6
1629861600000,23.6
1629861720000,23.6
1629861840000,23.6
1629861960000,23.5
1629862080000,23.5
1629862200000,23.5
1629862320000,23.5
1629862440000,23.5
1629862560000,23.5
1629862680000,23.5
1629862800000,23.5
1629862920000,23.5
1629863040000,23.5
1629863160000,23.5
1629863280000,23.5
1629863400000,23.4
1629863520000,23.4
1629863640000,23.4
1629863760000,23.4
1629863880000,23.4
1629864000000,23.4
1629864120000,23.4
1629864240000,23.4
1629864360000,23.4
1629864480000,23.4
1629864600000,23.4
1629864720000,23.4
1629864840000,23.4
1629864960000,23.4
1629865080000,23.4
1629865200000,23.4
1629865320000,23.4
1629865440000,23.4
1629865560000,23.4
1629865680000,23.4
1629865800000,23.4
1629865920000,23.4
1629866040000,23.4
1629866160000,23.3
1629866280000,23.3
1629866400000,23.3
1629866520000,23.3
1629866640000,23.3
1629866760000,23.3
1629866880000,23.3
1629867000000,23.3
1629867120000,23.3
1629867240000,23.3
1629867360000,23.3
1629867480000,23.3
1629867600000,23.3
1629867720000,23.3
1629867840000,23.3
1629867960000,23.3
1629868080000,23.3
1629868200000,23.3
1629868320000,23.3
1629868440000,23.3
1629868560000,23.3
1629868680000,23.3
1629868800000,23.3
1629868920000,23.2
1629869040000,23.2
1629869160000,23.2
1629869280000,23.2
1629869400000,23.2
1629869520000,23.2
1629869640000,23.2
1629869760000,23.2
1629869880000,23.2
1629870000000,23.2
1629870120000,23.2
1629870240000,23.2
1629870360000,23.2
1629870480000,23.2
1629870600000,23.2
1629870720000,23.2
1629870840000,23.2
1629870960000,23.2
1629871080000,23.2
1629871200000,23.2
1629871320000,23.2
1629871440000,23.2
1629871560000,23.2
1629871680000,23.2
1629871800000,23.2
1629871920000,23.2
1629872040000,23.2
1629872160000,23.1
1629872280000,23.1
1629872400000,23.1
1629872520000,23.1
1629872640000,23.1
1629872760000,23.1
1629872880000,23.1
1629873000000,23.1
1629873120000,23.1
1629873240000,23.1
1629873360000,23.1
1629873480000,23.1
1629873600000,23.1
1629873720000,23.1
1629873840000,23.1
1629873960000,23.1
1629874080000,23.1
1629874200000,23.1
1629874320000,23.2
1629874440000,23.2
1629874560000,23.2
1629874680000,23.2
1629874800000,23.2
1629874920000,23.2
1629875040000,23.2
1629875160000,23.2
1629875280000,23.2
1629875400000,23.2
1629875520000,23.2
1629875640000,23.2
1629875760000,23.2
1629875880000,23.2
1629876000000,23.2
1629876120000,23.2
1629876240000,23.2
1629876360000,23.2
1629876480000,23.2
1629876600000,23.2
1629876720000,23.2
1629876840000,23.2
1629876960000,23.2
1629877080000,23.2
1629877200000,23.2
1629877320000,23.2
1629877440000,23.2
1629877560000,23.3
1629877680000,23.3
1629877800000,23.3
1629877920000,23.3
1629878040000,23.3
1629878160000,23.3
1629878280000,23.3
1629878400000,23.3
1629878520000,23.3
1629878640000,23.3
1629878760000,23.3
1629878880000,23.3
1629879000000,23.3
1629879120000,23.3
1629879240000,23.3
1629879360000,23.3
1629879480000,23.4
1629879600000,23.4
1629879720000,23.4
1629879840000,23.4
1629879960000,23.4
1629880080000,23.4
1629880200000,23.4
1629880320000,23.4
1629880440000,23.4
1629880560000,23.4
1629880680000,23.4
1629880800000,23.4
1629880920000,23.4
1629881040000,23.4
1629881160000,23.4
1629881280000,23.4
1629881400000,23.4
1629881520000,23.5
1629881640000,23.5
1629881760000,23.5
1629881880000,23.5
1629882000000,23.5
1629882120000,23.5
1629882240000,23.5
1629882360000,23.5
1629882480000,23.6
1629882600000,23.6
1629882720000,23.6
1629882840000,23.6
1629882960000,23.6
1629883080000,23.6
1629883200000,23.6
1629883320000,23.6
1629883440000,23.6
1629883560000,23.6
1629883680000,23.6
1629883800000,23.6
1629883920000,23.6
1629884040000,23.6
1629884160000,23.6
1629884280000,23.6
1629884400000,23.7
1629884520000,23.7
1629884640000,23.7
1629884760000,23.7
1629884880000,23.7
1629885000000,23.7
1629885120000,23.7
1629885240000,23.7
1629885360000,23.7
1629885480000,23.7
1629885600000,23.7
1629885720000,23.7
1629885840000,23.7
1629885960000,23.7
1629886080000,23.7
1629886200000,23.7
1629886320000,23.7
1629886440000,23.8
1629886560000,23.8
1629886680000,23.8
1629886800000,23.8
1629886920000,23.8
1629887040000,23.8
1629887160000,23.8
1629887280000,23.8
1629887400000,23.8
1629887520000,23.8
1629887640000,23.8
1629887760000,23.8
1629887880000,23.8
1629888000000,23.8
1629888120000,23.8
1629888240000,23.9
1629888360000,23.9
1629888480000,23.9
1629888600000,23.9
1629888720000,23.9
1629888840000,23.9
1629888960000,23.9
1629889080000,23.9
1629889200000,23.9
1629889320000,23.9
1629889440000,23.9
1629889560000,23.9
1629889680000,23.9
1629889800000,23.9
1629889920000,23.9
1629890040000,23.9
1629890160000,23.9
1629890280000,24
1629890400000,24
1629890520000,24
1629890640000,24
1629890760000,24
1629890880000,24
1629891000000,24
1629891120000,24
1629891240000,24
1629891360000,24
1629891480000,24.1
1629891600000,24.1
1629891720000,24.1
1629891840000,24.1
1629891960000,24.1
1629892080000,24.1
1629892200000,24.1
1629892320000,24.1
1629892440000,24.1
1629892560000,24.1
1629892680000,24.1
1629892800000,24.1
1629892920000,24.1
1629893040000,24.1
1629893160000,24.1
1629893280000,24.1
1629893400000,24.1
1629893520000,24.1
1629893640000,24.1
1629893760000,24.1
1629893880000,24.1
1629894000000,24.1
1629894120000,24.1
1629894240000,24.2
1629894360000,24.2
1629894480000,24.2
1629894600000,24.2
1629894720000,24.2
1629894840000,24.2
1629894960000,24.2
1629895080000,24.2
1629895200000,24.2
1629895320000,24.2
1629895440000,24.2
1629895560000,24.2
1629895680000,24.2
1629895800000,24.2
1629895920000,24.2
1629896040000,24.2
1629896160000,24.2
1629896280000,24.2
1629896400000,24.2
1629896520000,24.2
1629896640000,24.2
1629896760000,24.2
1629896880000,24.2
1629897000000,24.2
1629897120000,24.2
1629897240000,24.2
1629897360000,24.2
1629897480000,24.2
1629897600000,24.2
1629897720000,24.2
1629897840000,24.2
1629897960000,24.2
1629898080000,24.2
1629898200000,24.2
1629898320000,24.2
1629898440000,24.2
1629898560000,24.3
1629898680000,24.3
1629898800000,24.3
1629898920000,24.3
1629899040000,24.3
1629899160000,24.3
1629899280000,24.3
1629899400000,24.3
1629899520000,24.3
1629899640000,24.3
1629899760000,24.3
1629899880000,24.3
1629900000000,24.3
1629900120000,24.3
1629900240000,24.3
1629900360000,24.3
1629900480000,24.3
1629900600000,24.3
1629900720000,24.3
1629900840000,24.3
1629900960000,24.3
1629901080000,24.3
1629901200000,24.3
1629901320000,24.3
1629901440000,24.3
1629901560000,24.3
1629901680000,24.3
1629901800000,24.3
1629901920000,24.3
1629902040000,24.3
1629902160000,24.3
1629902280000,24.3
1629902400000,24.3
1629902520000,24.3
1629902640000,24.3
1629902760000,24.4
1629902880000,24.4
1629903000000,24.4
1629903120000,24.4
1629903240000,24.4
1629903360000,24.4
1629903480000,24.4
1629903600000,24.4
1629903720000,24.4
1629903840000,24.4
1629903960000,24.4
1629904080000,24.4
1629904200000,24.4
1629904320000,24.4
1629904440000,24.4
1629904560000,24.4
1629904680000,24.4
1629904800000,24.4
1629904920000,24.4
1629905040000,24.4
1629905160000,24.4
1629905280000,24.4
1629905400000,24.4
1629905520000,24.4
1629905640000,24.4
1629905760000,24.4
1629905880000,24.4
1629906000000,24.4
1629906120000,24.4
1629906240000,24.4
1629906360000,24.4
1629906480000,24.4
1629906600000,24.5
1629906720000,24.5
1629906840000,24.4
1629906960000,24.5
1629907080000,24.5
1629907200000,24.5
1629907320000,24.5
1629907440000,24.5
1629907560000,24.5
1629907680000,24.5
1629907800000,24.5
1629907920000,24.5
1629908040000,24.5
1629908160000,24.5
1629908280000,24.5
1629908400000,24.5
1629908520000,24.5
1629908640000,24.5
1629908760000,24.5
1629908880000,24.5
1629909000000,24.5
1629909120000,24.5
1629909240000,24.5
1629909360000,24.6
1629909480000,24.6
1629909600000,24.6
1629909720000,24.6
1629909840000,24.6
1629909960000,24.6
1629910080000,24.6
1629910200000,24.6
1629910320000,24.6
1629910440000,24.6
1629910560000,24.6
1629910680000,24.6
1629910800000,24.6
1629910920000,24.6
1629911040000,24.6
1629911160000,24.6
1629911280000,24.6
1629911400000,24.6
1629911520000,24.6
1629911640000,24.6
1629911760000,24.6
1629911880000,24.6
1629912000000,24.6
1629912120000,24.6
1629912240000,24.6
1629912360000,24.6
1629912480000,24.6
1629912600000,24.6
1629912720000,24.6
1629912840000,24.6
1629912960000,24.6
1629913080000,24.6
1629913200000,24.6
1629913320000,24.6
1629913440000,24.6
1629913560000,24.6
1629913680000,24.6
1629913800000,24.6
1629913920000,24.6
1629914040000,24.6
1629914160000,24.6
1629914280000,24.6
1629914400000,24.6
1629914520000,24.6
1629914640000,24.6
1629914760000,24.6
1629914880000,24.6
1629915000000,24.6
1629915120000,24.6
1629915240000,24.6
1629915360000,24.6
1629915480000,24.6
1629915600000,24.6
1629915720000,24.6
1629915840000,24.6
1629915960000,24.6
1629916080000,24.6
1629916200000,24.6
1629916320000,24.6
1629916440000,24.6
1629916560000,24.6
1629916680000,24.5
1629916800000,24.5
1629916920000,24.5
1629917040000,24.5
1629917160000,24.5
1629917280000,24.5
1629917400000,24.5
1629917520000,24.5
1629917640000,24.5
1629917760000,24.4
1629917880000,24.4
1629918000000,24.4
1629918120000,24.4
1629918240000,24.4
1629918360000,24.4
1629918480000,24.4
1629918600000,24.4
1629918720000,24.4
1629918840000,24.4
1629918960000,24.4
1629919080000,24.4
1629919200000,24.4
1629919320000,24.4
1629919440000,24.4
1629919560000,24.4
1629919680000,24.4
1629919800000,24.4
1629919920000,24.4
1629920040000,24.4
1629920160000,24.4
1629920280000,24.4
1629920400000,24.4
1629920520000,24.4
1629920640000,24.4
1629920760000,24.4
1629920880000,24.4
1629921000000,24.4
1629921120000,24.4
1629921240000,24.3
1629921360000,24.3
1629921480000,24.3
1629921600000,24.3
1629921720000,24.3
1629921840000,24.3
1629921960000,24.3
1629922080000,24.3
1629922200000,24.3
1629922320000,24.3
1629922440000,24.3
1629922560000,24.3
1629922680000,24.3
1629922800000,24.3
1629922920000,24.3
1629923040000,24.3
1629923160000,24.2
1629923280000,24.2
1629923400000,24.2
1629923520000,24.2
1629923640000,24.2
1629923760000,24.2
1629923880000,24.2
1629924000000,24.2
1629924120000,24.2
1629924240000,24.2
1629924360000,24.2
1629924480000,24.2
1629924600000,24.2
1629924720000,24.2
1629924840000,24.2
1629924960000,24.2
1629925080000,24.2
1629925200000,24.2
1629925320000,24.2
1629925440000,24.2
1629925560000,24.2
1629925680000,24.1
1629925800000,24.1
1629925920000,24.1
1629926040000,24.1
1629926160000,24.1
1629926280000,24.1
1629926400000,24.1
1629926520000,24.1
1629926640000,24.1
1629926760000,24.1
1629926880000,24.1
1629927000000,24.1
1629927120000,24.1
1629927240000,24.1
1629927360000,24.1
1629927480000,24.1
1629927600000,24.1
1629927720000,24.1
1629927840000,24.1
1629927960000,24.1
1629928080000,24.1
1629928200000,24.1
1629928320000,24.1
1629928440000,24.1
1629928560000,24.1
1629928680000,24
1629928800000,24
1629928920000,24
1629929040000,24
1629929160000,24
1629929280000,24
1629929400000,24
1629929520000,24
1629929640000,24
1629929760000,24
1629929880000,24
1629930000000,24
1629930120000,24
1629930240000,24
1629930360000,23.9
1629930480000,23.9
1629930600000,23.9
1629930720000,23.9
1629930840000,23.9
1629930960000,23.9
1629931080000,23.9
1629931200000,23.9
1629931320000,23.9
1629931440000,23.9
1629931560000,23.9
1629931680000,23.9
1629931800000,23.9
1629931920000,23.9
1629932040000,23.9
1629932160000,23.9
1629932280000,23.9
1629932400000,23.9
1629932520000,23.9
1629932640000,23.9
1629932760000,23.9
1629932880000,23.9
1629933000000,23.9
1629933120000,23.9
1629933240000,23.9
1629933360000,23.9
1629933480000,23.9
1629933600000,23.9
1629933720000,23.9
1629933840000,23.9
1629933960000,23.9
1629934080000,23.9
1629934200000,23.9
1629934320000,23.8
1629934440000,23.8
1629934560000,23.8
1629934680000,23.8
1629934800000,23.8
1629934920000,23.8
1629935040000,23.8
1629935160000,23.8
1629935280000,23.8
1629935400000,23.8
1629935520000,23.8
1629935640000,23.8
1629935760000,23.8
1629935880000,23.8
1629936000000,23.8
1629936120000,23.8
1629936240000,23.8
1629936360000,23.8
1629936480000,23.8
1629936600000,23.8
1629936720000,23.8
1629936840000,23.8
1629936960000,23.8
1629937080000,23.8
1629937200000,23.8
1629937320000,23.8
1629937440000,23.8
1629937560000,23.8
1629937680000,23.8
1629937800000,23.8
1629937920000,23.8
1629938040000,23.8
1629938160000,23.7
1629938280000,23.7
1629938400000,23.7
1629938520000,23.7
1629938640000,23.7
1629938760000,23.7
1629938880000,23.7
1629939000000,23.7
1629939120000,23.7
1629939240000,23.7
1629939360000,23.7
1629939480000,23.7
1629939600000,23.7
1629939720000,23.7
1629939840000,23.7
1629939960000,23.7
1629940080000,23.7
1629940200000,23.7
1629940320000,23.7
1629940440000,23.7
1629940560000,23.7
1629940680000,23.7
1629940800000,23.7
1629940920000,23.7
1629941040000,23.7
1629941160000,23.7
1629941280000,23.7
1629941400000,23.7
1629941520000,23.7
1629941640000,23.7
1629941760000,23.7
1629941880000,23.7
1629942000000,23.7
1629942120000,23.7
1629942240000,23.7
1629942360000,23.6
1629942480000,23.6
1629942600000,23.6
1629942720000,23.6
1629942840000,23.6
1629942960000,23.6
1629943080000,23.6
1629943200000,23.6
1629943320000,23.6
1629943440000,23.6
1629943560000,23.6
1629943680000,23.6
1629943800000,23.6
1629943920000,23.6
1629944040000,23.6
1629944160000,23.6
1629944280000,23.6
1629944400000,23.6
1629944520000,23.6
1629944640000,23.6
1629944760000,23.6
1629944880000,23.6
1629945000000,23.6
1629945120000,23.6
1629945240000,23.6
1629945360000,23.6
1629945480000,23.6
1629945600000,23.6
1629945720000,23.6
1629945840000,23.6
1629945960000,23.6
1629946080000,23.6
1629946200000,23.6
1629946320000,23.6
1629946440000,23.6
1629946560000,23.6
1629946680000,23.6
1629946800000,23.6
1629946920000,23.6
1629947040000,23.6
1629947160000,23.6
1629947280000,23.6
1629947400000,23.6
1629947520000,23.6
1629947640000,23.6
1629947760000,23.6
1629947880000,23.6
1629948000000,23.6
1629948120000,23.6
1629948240000,23.6
1629948360000,23.6
1629948480000,23.6
1629948600000,23.6
1629948720000,23.6
1629948840000,23.6
1629948960000,23.6
1629949080000,23.6
1629949200000,23.6
1629949320000,23.6
1629949440000,23.6
1629949560000,23.6
1629949680000,23.6
1629949800000,23.6
1629949920000,23.6
1629950040000,23.6
1629950160000,23.6
1629950280000,23.6
1629950400000,23.6
1629950520000,23.6
1629950640000,23.6
1629950760000,23.6
1629950880000,23.5
1629951000000,23.5
1629951120000,23.5
1629951240000,23.5
1629951360000,23.5
1629951480000,23.5
1629951600000,23.5
1629951720000,23.5
1629951840000,23.5
1629951960000,23.5
1629952080000,23.5
1629952200000,23.5
1629952320000,23.5
1629952440000,23.5
1629952560000,23.5
1629952680000,23.5
1629952800000,23.5
1629952920000,23.5
1629953040000,23.5
1629953160000,23.5
1629953280000,23.5
1629953400000,23.5
1629953520000,23.5
1629953640000,23.5
1629953760000,23.5
1629953880000,23.5
1629954000000,23.5
1629954120000,23.5
1629954240000,23.5
1629954360000,23.5
1629954480000,23.5
1629954600000,23.5
1629954720000,23.5
1629954840000,23.5
1629954960000,23.4
1629955080000,23.4
1629955200000,23.4
1629955320000,23.4
1629955440000,23.4
1629955560000,23.4
1629955680000,23.4
1629955800000,23.4
1629955920000,23.4
1629956040000,23.4
1629956160000,23.4
1629956280000,23.4
1629956400000,23.4
1629956520000,23.4
1629956640000,23.4
1629956760000,23.4
1629956880000,23.4
1629957000000,23.4
1629957120000,23.4
1629957240000,23.4
1629957360000,23.4
1629957480000,23.4
1629957600000,23.4
1629957720000,23.4
1629957840000,23.4
1629957960000,23.4
1629958080000,23.4
1629958200000,23.4
1629958320000,23.4
1629958440000,23.4
1629958560000,23.4
1629958680000,23.4
1629958800000,23.4
1629958920000,23.4
1629959040000,23.4
1629959160000,23.4
1629959280000,23.4
1629959400000,23.4
1629959520000,23.4
1629959640000,23.4
1629959760000,23.4
1629959880000,23.4
1629960000000,23.4
1629960120000,23.4
1629960240000,23.4
1629960360000,23.4
1629960480000,23.4
1629960600000,23.4
1629960720000,23.4
1629960840000,23.4
1629960960000,23.4
1629961080000,23.4
1629961200000,23.4
1629961320000,23.5
1629961440000,23.5
1629961560000,23.5
1629961680000,23.5
1629961800000,23.5
1629961920000,23.5
1629962040000,23.5
1629962160000,23.5
1629962280000,23.6
1629962400000,23.6
1629962520000,23.6
1629962640000,23.6
1629962760000,23.6
1629962880000,23.6
1629963000000,23.6
1629963120000,23.6
1629963240000,23.6
1629963360000,23.6
1629963480000,23.6
1629963600000,23.7
1629963720000,23.7
1629963840000,23.7
1629963960000,23.7
1629964080000,23.7
1629964200000,23.7
1629964320000,23.7
1629964440000,23.7
1629964560000,23.7
1629964680000,23.7
1629964800000,23.7
1629964920000,23.8
1629965040000,23.8
1629965160000,23.8
1629965280000,23.8
1629965400000,23.8
1629965520000,23.8
1629965640000,23.8
1629965760000,23.8
1629965880000,23.8
1629966000000,23.8
1629966120000,23.8
1629966240000,23.8
1629966360000,23.8
1629966480000,23.8
1629966600000,23.8
1629966720000,23.8
1629966840000,23.8
1629966960000,23.8
1629967080000,23.8
1629967200000,23.9
1629967320000,23.9
1629967440000,23.9
1629967560000,23.9
1629967680000,23.9
1629967800000,23.9
1629967920000,23.9
1629968040000,23.9
1629968160000,23.9
1629968280000,23.9
1629968400000,23.9
1629968520000,23.9
1629968640000,23.9
1629968760000,23.9
1629968880000,24
1629969000000,24
1629969120000,24
1629969240000,24
1629969360000,24
1629969480000,24
1629969600000,24
1629969720000,24
1629969840000,24
1629969960000,24
1629970080000,24
1629970200000,24
1629970320000,24
1629970440000,24.1
1629970560000,24.1
1629970680000,24.1
1629970800000,24.1
1629970920000,24.1
1629971040000,24.1
1629971160000,24.1
1629971280000,24.1
1629971400000,24.1
1629971520000,24.1
1629971640000,24.1
1629971760000,24.1
1629971880000,24.1
1629972000000,24.1
1629972120000,24.1
1629972240000,24.1
1629972360000,24.1
1629972480000,24.1
1629972600000,24.1
1629972720000,24.1
1629972840000,24.1
1629972960000,24.1
1629973080000,24.1
1629973200000,24.1
1629973320000,24.1
1629973440000,24.1
1629973560000,24.1
